B	Guiding Light	Seinfeld	General Hospital	All My Children	Days of our Lives
C	Guiding Light	All My Children	Seinfeld	Days of our Lives	General Hospital
B	All My Children	Seinfeld	General Hospital	Days of our Lives	Guiding Light
B	Days of our Lives	Seinfeld	Guiding Light	General Hospital	All My Children
B	General Hospital	Seinfeld	All My Children	Days of our Lives	Guiding Light
C	Tavis Smiley	Dr. Laura	Halle Berry	Howard Stern	Rush Limbaugh
B	Howard Stern	Halle Berry	Rush Limbaugh	Dr. Laura	Tavis Smiley
A	Halle Berry	Dr. Laura	Tavis Smiley	Rush Limbaugh	Howard Stern
C	Howard Stern	Rush Limbaugh	Halle Berry	Tavis Smiley	Dr. Laura
C	Tavis Smiley	Howard Stern	Halle Berry	Dr. Laura	Rush Limbaugh
B	Alps	Galapagos	Himalayas	Rockies	Andes
C	Himalayas	Alps	Galapagos	Rockies	Andes
A	Galapagos	Andes	Himalayas	Alps	Rockies
A	Galapagos	Rockies	Andes	Himalayas	Alps
B	Andes	Galapagos	Himalayas	Rockies	Alps
C	Adidas	Converse	Hanes	Reebok	Nike
B	Nike	Hanes	Reebok	Adidas	Converse
C	Nike	Converse	Hanes	Adidas	Reebok
E	Converse	Nike	Reebok	Adidas	Hanes
A	Hanes	Reebok	Converse	Adidas	Nike
D	Valium	Vicodin	Codine	butter	Viagra
E	Valium	Viagra	Codine	Vicodin	butter
C	Vicodin	Codine	butter	Viagra	Valium
B	Valium	butter	Viagra	Codine	Vicodin
A	butter	Valium	Codine	Viagra	Vicodin
D	Guess	Gap	Wrangler	Nike	Levis
B	Gap	Nike	Levis	Guess	Wrangler
A	Nike	Wrangler	Levis	Gap	Guess
D	Gap	Wrangler	Guess	Nike	Levis
E	Levis	Wrangler	Guess	Gap	Nike
C	Running Man	Robot	Programmer	Worm	Moon Walk
D	Robot	Running Man	Moon Walk	Programmer	Worm
C	Moon Walk	Robot	Programmer	Running Man	Worm
C	Worm	Moon Walk	Programmer	Running Man	Robot
C	Running Man	Worm	Programmer	Moon Walk	Robot
B	Pablo Neruda	Barack Obama	Isabel Allende	Jorge Luis Borges	Gabriel Garcia Marquez
C	Jorge Luis Borges	Isabel Allende	Barack Obama	Gabriel Garcia Marquez	Pablo Neruda
A	Barack Obama	Jorge Luis Borges	Pablo Neruda	Isabel Allende	Gabriel Garcia Marquez
C	Isabel Allende	Pablo Neruda	Barack Obama	Jorge Luis Borges	Gabriel Garcia Marquez
C	Gabriel Garcia Marquez	Pablo Neruda	Barack Obama	Isabel Allende	Jorge Luis Borges
D	Progresso	Campbell's	Knorr	Chiquita	Chunky
B	Knorr	Chiquita	Campbell's	Progresso	Chunky
E	Campbell's	Knorr	Chunky	Progresso	Chiquita
E	Chunky	Campbell's	Progresso	Knorr	Chiquita
C	Knorr	Chunky	Chiquita	Campbell's	Progresso
A	China	Peru	Argentina	Chile	Brazil
B	Brazil	China	Argentina	Chile	Peru
E	Peru	Chile	Argentina	Brazil	China
B	Brazil	China	Argentina	Peru	Chile
A	China	Peru	Brazil	Chile	Argentina
B	Mountain Dew	balloon	cola	Sprite	root beer
A	balloon	root beer	Mountain Dew	cola	Sprite
B	Mountain Dew	balloon	cola	Sprite	root beer
E	cola	root beer	Sprite	Mountain Dew	balloon
A	balloon	Mountain Dew	Sprite	root beer	cola
C	Alice Waters	Anthony Bourdain	Roger Ebert	Julia Child	Marcus Samuelsson
E	Anthony Bourdain	Marcus Samuelsson	Alice Waters	Julia Child	Roger Ebert
E	Anthony Bourdain	Alice Waters	Marcus Samuelsson	Julia Child	Roger Ebert
A	Roger Ebert	Anthony Bourdain	Marcus Samuelsson	Alice Waters	Julia Child
E	Anthony Bourdain	Julia Child	Alice Waters	Marcus Samuelsson	Roger Ebert
E	Brown Sugar	Wild Horses	Gimme Shelter	Satisfaction	A Hard Day's Night
C	Wild Horses	Brown Sugar	A Hard Day's Night	Gimme Shelter	Satisfaction
E	Satisfaction	Gimme Shelter	Brown Sugar	Wild Horses	A Hard Day's Night
C	Wild Horses	Brown Sugar	A Hard Day's Night	Gimme Shelter	Satisfaction
A	A Hard Day's Night	Satisfaction	Gimme Shelter	Brown Sugar	Wild Horses
B	Pocahontas	Titanic	Bambi	Aladdin	Up
C	Aladdin	Pocahontas	Titanic	Bambi	Up
B	Pocahontas	Titanic	Up	Bambi	Aladdin
A	Titanic	Aladdin	Up	Bambi	Pocahontas
A	Titanic	Up	Pocahontas	Aladdin	Bambi
A	Dwight Eisenhower	Willie Mays	Babe Ruth	Mickey Mantle	Hank Aaron
C	Babe Ruth	Hank Aaron	Dwight Eisenhower	Mickey Mantle	Willie Mays
D	Hank Aaron	Babe Ruth	Mickey Mantle	Dwight Eisenhower	Willie Mays
D	Willie Mays	Hank Aaron	Babe Ruth	Dwight Eisenhower	Mickey Mantle
B	Babe Ruth	Dwight Eisenhower	Willie Mays	Mickey Mantle	Hank Aaron
C	Time	Newsweek	Bon Appetit	U.S. News & World Report	The Economist
E	The Economist	Newsweek	Time	U.S. News & World Report	Bon Appetit
C	Time	The Economist	Bon Appetit	Newsweek	U.S. News & World Report
E	U.S. News & World Report	The Economist	Newsweek	Time	Bon Appetit
B	The Economist	Bon Appetit	Time	Newsweek	U.S. News & World Report
E	Peyton Manning	Joe Montana	Brett Favre	John Elway	Barry Sanders
E	Brett Favre	John Elway	Peyton Manning	Joe Montana	Barry Sanders
E	Peyton Manning	Joe Montana	John Elway	Brett Favre	Barry Sanders
C	Joe Montana	Brett Favre	Barry Sanders	Peyton Manning	John Elway
B	Joe Montana	Barry Sanders	John Elway	Peyton Manning	Brett Favre
E	Cairo	Marrakesh	Johannesburg	Addis Ababa	Rio de Janeiro
E	Addis Ababa	Cairo	Johannesburg	Marrakesh	Rio de Janeiro
C	Johannesburg	Addis Ababa	Rio de Janeiro	Marrakesh	Cairo
D	Johannesburg	Marrakesh	Cairo	Rio de Janeiro	Addis Ababa
C	Cairo	Johannesburg	Rio de Janeiro	Addis Ababa	Marrakesh
D	Leia	Luke	Han Solo	Spock	Chewbacca
D	Leia	Han Solo	Chewbacca	Spock	Luke
C	Han Solo	Luke	Spock	Chewbacca	Leia
D	Chewbacca	Leia	Luke	Spock	Han Solo
C	Han Solo	Leia	Spock	Luke	Chewbacca
D	Trident	Chiclets	Doublemint	Doritos	Orbit
E	Trident	Chiclets	Doublemint	Orbit	Doritos
E	Orbit	Doublemint	Trident	Chiclets	Doritos
A	Doritos	Chiclets	Trident	Orbit	Doublemint
B	Chiclets	Doritos	Orbit	Doublemint	Trident
A	Tiny Tim	Sweeney Todd	Dexter Morgan	Jack the Ripper	Ted Bundy
B	Dexter Morgan	Tiny Tim	Sweeney Todd	Ted Bundy	Jack the Ripper
A	Tiny Tim	Sweeney Todd	Ted Bundy	Dexter Morgan	Jack the Ripper
C	Sweeney Todd	Ted Bundy	Tiny Tim	Dexter Morgan	Jack the Ripper
B	Ted Bundy	Tiny Tim	Sweeney Todd	Dexter Morgan	Jack the Ripper
D	Bible	Talmud	Torah	Constitution	Quran
A	Constitution	Quran	Bible	Talmud	Torah
B	Talmud	Constitution	Torah	Quran	Bible
C	Talmud	Bible	Constitution	Quran	Torah
B	Bible	Constitution	Torah	Talmud	Quran
E	Four Seasons	Sheraton	Hilton	Hyatt	Burger King
E	Hyatt	Four Seasons	Hilton	Sheraton	Burger King
E	Hilton	Hyatt	Four Seasons	Sheraton	Burger King
A	Burger King	Four Seasons	Sheraton	Hilton	Hyatt
B	Hilton	Burger King	Hyatt	Sheraton	Four Seasons
D	Diego Maradona	Cristiano Ronaldo	Pele	Rocky Balboa	David Beckham
A	Rocky Balboa	Diego Maradona	Cristiano Ronaldo	Pele	David Beckham
B	Cristiano Ronaldo	Rocky Balboa	Diego Maradona	David Beckham	Pele
D	David Beckham	Cristiano Ronaldo	Pele	Rocky Balboa	Diego Maradona
